Model_Name	Members
mmarc_Aminoglycosides2_blast_augmented	@phgb|V01499|230-1256|ARO:3002655|APH4-Ia|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4,gi|961494526|gb|KT282968.1|KT282968|singleton_addition,gi|946714163|dbj|LC029925.1|LC029925|singleton_addition,gi|946714158|dbj|LC029924.1|LC029924|singleton_addition,gi|937637492|gb|KT334335.1|KT334335|singleton_addition,gi|820773184|gb|KM877269.1|KM877269|singleton_addition,gi|831358012|emb|LN735561.1|LN735561|singleton_addition,gi|831357773|emb|LN735559.1|LN735559|singleton_addition,gi|831357650|emb|LN735558.1|LN735558|singleton_addition,gi|828971497|gb|CP011644.1|CP011644|singleton_addition,gi|754341646|gb|CP010575.1|CP010575|singleton_addition,gi|745991750|dbj|AB909455.1|AB909455|singleton_addition,gi|745991748|dbj|AB909454.1|AB909454|singleton_addition,gi|743008998|gb|CP010362.1|CP010362|singleton_addition,gi|742999823|gb|CP010396.1|CP010396|singleton_addition,gi|698038887|gb|KM670336.1|KM670336|singleton_addition,gi|664680917|gb|KJ817201.1|KJ817201|singleton_addition,gi|664680914|gb|KJ817200.1|KJ817200|singleton_addition,gi|664680911|gb|KJ817199.1|KJ817199|singleton_addition,gi|660582175|gb|CP008798.1|CP008798|singleton_addition,gi|566129838|gb|KF705205.1|KF705205|singleton_addition,gi|558554107|gb|KF537344.1|KF537344|singleton_addition,gi|472338321|gb|JX185750.1|JX185750|singleton_addition,gi|472338315|gb|JX185749.1|JX185749|singleton_addition,gi|459374130|gb|KC252999.1|KC252999|singleton_addition,gi|440575351|emb|HF545434.1|HF545434|singleton_addition,gi|409107543|gb|JX475905.1|JX475905|singleton_addition,gi|409107539|gb|JX475903.1|JX475903|singleton_addition,gi|407954160|dbj|AB752377.1|AB752377|singleton_addition,gi|406839938|dbj|AB750393.1|AB750393|singleton_addition,gi|406839936|dbj|AB750392.1|AB750392|singleton_addition,gi|381287804|gb|JN983043.1|JN983043|singleton_addition,gi|347810981|gb|JF756587.1|JF756587|singleton_addition,gi|321271669|gb|HQ114284.1|HQ114284|singleton_addition,gi|283379326|dbj|AB526353.1|AB526353|singleton_addition,gi|221229288|gb|FJ457012.1|FJ457012|singleton_addition,gi|221229284|gb|FJ457011.1|FJ457011|singleton_addition,gi|221229281|gb|FJ457010.1|FJ457010|singleton_addition,gi|221229278|gb|FJ457009.1|FJ457009|singleton_addition,gi|217272796|dbj|AB303070.2|AB303070|singleton_addition,gi|205831694|gb|EU784153.1|EU784153|singleton_addition,gi|205831684|gb|EU784152.1|EU784152|singleton_addition,gi|194267479|gb|EU663571.1|EU663571|singleton_addition,gi|194267476|gb|EU663570.1|EU663570|singleton_addition,gi|158516872|gb|EU161576.1|EU161576|singleton_addition,gi|158516865|gb|EU161575.1|EU161575|singleton_addition,gi|158516858|gb|EU161574.1|EU161574|singleton_addition,gi|158516851|gb|EU161573.1|EU161573|singleton_addition,gi|158516844|gb|EU161572.1|EU161572|singleton_addition,gi|158516839|gb|EU161571.1|EU161571|singleton_addition,gi|158516834|gb|EU161570.1|EU161570|singleton_addition,gi|158516829|gb|EU161569.1|EU161569|singleton_addition,gi|158516824|gb|EU161568.1|EU161568|singleton_addition,gi|158516819|gb|EU161567.1|EU161567|singleton_addition,gi|126143635|dbj|AB289768.2|AB289768|singleton_addition,gi|122703487|dbj|AB289799.1|AB289799|singleton_addition,gi|122703482|dbj|AB289798.1|AB289798|singleton_addition,gi|122703477|dbj|AB289797.1|AB289797|singleton_addition,gi|122703472|dbj|AB289796.1|AB289796|singleton_addition,gi|122703467|dbj|AB289795.1|AB289795|singleton_addition,gi|122703462|dbj|AB289794.1|AB289794|singleton_addition,gi|122703456|dbj|AB289793.1|AB289793|singleton_addition,gi|122703451|dbj|AB289792.1|AB289792|singleton_addition,gi|122703446|dbj|AB289791.1|AB289791|singleton_addition,gi|122703441|dbj|AB289790.1|AB289790|singleton_addition,gi|122703436|dbj|AB289789.1|AB289789|singleton_addition,gi|122703431|dbj|AB289788.1|AB289788|singleton_addition,gi|122703426|dbj|AB289787.1|AB289787|singleton_addition,gi|122703421|dbj|AB289786.1|AB289786|singleton_addition,gi|122703416|dbj|AB289785.1|AB289785|singleton_addition,gi|122703411|dbj|AB289784.1|AB289784|singleton_addition,gi|122703406|dbj|AB289783.1|AB289783|singleton_addition,gi|122703401|dbj|AB289782.1|AB289782|singleton_addition,gi|122703396|dbj|AB289781.1|AB289781|singleton_addition,gi|122703391|dbj|AB289780.1|AB289780|singleton_addition,gi|122703386|dbj|AB289779.1|AB289779|singleton_addition,gi|122703381|dbj|AB289778.1|AB289778|singleton_addition,gi|122703376|dbj|AB289777.1|AB289777|singleton_addition,gi|122703371|dbj|AB289776.1|AB289776|singleton_addition,gi|122703366|dbj|AB289775.1|AB289775|singleton_addition,gi|122703361|dbj|AB289774.1|AB289774|singleton_addition,gi|122703356|dbj|AB289773.1|AB289773|singleton_addition,gi|122703351|dbj|AB289772.1|AB289772|singleton_addition,gi|122703346|dbj|AB289771.1|AB289771|singleton_addition,gi|122703341|dbj|AB289770.1|AB289770|singleton_addition,gi|122703336|dbj|AB289769.1|AB289769|singleton_addition,gi|122703324|dbj|AB289767.1|AB289767|singleton_addition,gi|122703318|dbj|AB289766.1|AB289766|singleton_addition,gi|122703313|dbj|AB289765.1|AB289765|singleton_addition,gi|122703308|dbj|AB289764.1|AB289764|singleton_addition,gi|29569718|gb|AY234329.1|AY234329|singleton_addition,gi|29569712|gb|AY234328.1|AY234328|singleton_addition,gi|74486529|gb|DQ151884.1|DQ151884|singleton_addition,gi|34596493|gb|AY373338.1|AY373338|singleton_addition,gi|10441616|gb|AF190131.1|AF190131AF190131|singleton_addition,gi|4930295|dbj|AB027254.1|AB027254|singleton_addition,gi|3798730|dbj|AB003142.1|AB003142|singleton_addition,gi|60285786|gb|AY836546.1|AY836546|singleton_addition,gi|54306505|gb|AY727854.1|AY727854|singleton_addition,gi|54306502|gb|AY727853.1|AY727853|singleton_addition,gi|13359266|dbj|AB055064.1|AB055064|singleton_addition
mmarc_Multi-drug_resistance3_blast_augmented	gi|675819225|emb|LM995788.1|LM995788|singleton_addition,gi|675820510|emb|LM997072.1|LM997072|singleton_addition,gi|675820009|emb|LM996572.1|LM996572|singleton_addition,gi|675819544|emb|LM996107.1|LM996107|singleton_addition,gi|675819045|emb|LM995608.1|LM995608|singleton_addition,gi|675818973|emb|LM995536.1|LM995536|singleton_addition,gi|675818914|emb|LM995477.1|LM995477|singleton_addition,gi|675817502|emb|LM997393.1|LM997393|singleton_addition,gi|675819840|emb|LM996403.1|LM996403|singleton_addition,gi|675820477|emb|LM997039.1|LM997039|singleton_addition,gi|675817430|emb|LM997321.1|LM997321|singleton_addition,gi|209910450|dbj|AP009240.1|AP009240|singleton_addition,gi|974145171|gb|CP007491.1|CP007491|singleton_addition,gi|950873647|gb|CP013112.1|CP013112|singleton_addition,gi|874075390|gb|CP007442.1|CP007442|singleton_addition,gi|695936535|gb|CP009578.1|CP009578|singleton_addition,gi|675819931|emb|LM996494.1|LM996494|singleton_addition,gi|443419838|gb|CP004009.1|CP004009|singleton_addition,gi|218359353|emb|CU928160.2|CU928160|singleton_addition,gi|675820088|emb|LM996651.1|LM996651|singleton_addition,gi|257757386|dbj|AP010958.1|AP010958|singleton_addition,gi|675819892|emb|LM996455.1|LM996455|singleton_addition,gi|675819756|emb|LM996319.1|LM996319|singleton_addition,gi|675819435|emb|LM995998.1|LM995998|singleton_addition,gi|675817939|emb|LK931552.1|LK931552|singleton_addition,gi|937297913|gb|CP012802.1|CP012802|singleton_addition,gi|734586714|gb|CP010304.1|CP010304|singleton_addition,gi|667689599|gb|CP008957.1|CP008957|singleton_addition,gi|666001753|gb|CP008805.1|CP008805|singleton_addition,gi|386794017|gb|CP001925.1|CP001925|singleton_addition,gi|254590536|gb|CP001368.1|CP001368|singleton_addition,gi|209157093|gb|CP001164.1|CP001164|singleton_addition,gi|47118301|dbj|BA000007.2|BA000007|singleton_addition,gi|290760697|gb|CP001846.1|CP001846|singleton_addition,gi|975048878|gb|CP013962.1|CP013962|singleton_addition,gi|675819342|emb|LM995905.1|LM995905|singleton_addition,gi|817146391|gb|CP007594.1|CP007594|singleton_addition,gi|309700213|emb|FN649414.1|FN649414|singleton_addition,gi|944404559|gb|CP013029.1|CP013029|singleton_addition,gi|383101383|gb|CP002291.1|CP002291|singleton_addition,gi|806957753|gb|CP011018.1|CP011018|singleton_addition,gi|187427012|gb|CP001063.1|CP001063|singleton_addition,gi|751378954|gb|CP009166.1|CP009166|singleton_addition,gi|675820666|emb|LM997228.1|LM997228|singleton_addition,gi|332341332|gb|CP002729.1|CP002729|singleton_addition,@phgb|U00096|2154015-2155263|ARO:3000792|mdtA|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTA,gi|821329311|gb|CP011416.1|CP011416|singleton_addition,gi|675818151|emb|LK999983.1|LK999983|singleton_addition,gi|732673553|gb|CP009104.1|CP009104|singleton_addition,gi|675818127|emb|LK999959.1|LK999959|singleton_addition,gi|675818086|emb|LK985432.1|LK985432|singleton_addition
mmarc_Metronidazole1_blast_augmented	gi|698024924|gb|KJ830768.1|KJ830768|singleton_addition,1462|X71444.1|X71444|Metronidazole|nim_nitroimidazole_reductase|NIMA,1462|X71444.1|X71444
mmarc_Tetracyclines2_blast_augmented	gi|828966150|gb|CP011642.1|CP011642|singleton_addition,@phgb|AY264780|1824-3006|ARO:3000569|tet41|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET41
mmarc_MLS3_blast_augmented	@phgb|M19269|459-1419|ARO:3001304|ErmS|MLS|23S_rRNA_methyltransferases|ERMS,gi|153251|gb|M19269.1|STMERMSFM19269|singleton_addition
mmarc_Glycopeptides1_blast_augmented	@phgb|DQ212986|2258-2966|ARO:3002926|vanRG|Glycopeptides|VanG-type_regulator|VANRG,gi|762041216|gb|KF697366.1|KF697366|singleton_addition,gi|672937785|gb|KF686317.1|KF686317|singleton_addition,gi|674114364|gb|CP007573.1|CP007573|singleton_addition,gi|674107077|gb|CP007570.1|CP007570|singleton_addition,gi|77380191|gb|DQ212986.1|DQ212986|singleton_addition,gi|33355827|gb|AY271782.1|AY271782|singleton_addition
mmarc_betalactams1_blast_augmented	gi|556027507|gb|CP006844.1|CP006844|singleton_addition,gi|298237097|gb|CP001993.1|CP001993|singleton_addition,gi|225726369|gb|CP000921.1|CP000921|singleton_addition,gi|38141962|dbj|AB119796.1|AB119796|singleton_addition,gi|225724295|gb|CP000920.1|CP000920|singleton_addition,gi|38141956|dbj|AB119793.1|AB119793|singleton_addition,gi|194356312|gb|CP001015.1|CP001015|singleton_addition,gi|225719968|gb|CP000918.1|CP000918|singleton_addition,gi|55167236|dbj|AB190804.1|AB190804|singleton_addition,gi|66817023|gb|DQ056772.1|DQ056772|singleton_addition,gi|52850985|emb|AJ842021.1|AJ842021|singleton_addition,gi|52850983|emb|AJ842020.1|AJ842020|singleton_addition,@phgb|NC_003098|1886035-1888501|ARO:3003044|PBP1b|betalactams|Penicillin_binding_protein|PBP1B,gi|406368402|gb|CP001845.1|CP001845|singleton_addition,gi|38141960|dbj|AB119795.1|AB119795|singleton_addition,gi|38141966|dbj|AB119798.1|AB119798|singleton_addition,gi|38141968|dbj|AB119799.1|AB119799|singleton_addition,gi|182628304|gb|CP001033.1|CP001033|singleton_addition,gi|38141982|dbj|AB119806.1|AB119806|singleton_addition,gi|909837468|gb|CP003357.2|CP003357|singleton_addition,gi|52850981|emb|AJ842019.1|AJ842019|singleton_addition,gi|225722171|gb|CP000919.1|CP000919|singleton_addition,gi|220673408|emb|FM211187.1|FM211187|singleton_addition,gi|306483213|gb|CP002176.1|CP002176|singleton_addition,gi|38141988|dbj|AB119809.1|AB119809|singleton_addition,gi|777228782|emb|LN831051.1|LN831051|singleton_addition,gi|301800973|emb|FQ312029.1|FQ312029|singleton_addition,gi|301795361|emb|FQ312042.1|FQ312042|singleton_addition,gi|301795359|emb|FQ312039.1|FQ312039|singleton_addition,gi|168994879|gb|CP000936.1|CP000936|singleton_addition,gi|38141980|dbj|AB119805.1|AB119805|singleton_addition,gi|404276812|emb|HE983624.1|HE983624|singleton_addition,gi|193804931|gb|AE005672.3|AE005672|singleton_addition,gi|429322171|emb|FQ312041.2|FQ312041|singleton_addition,gi|429320351|emb|FQ312044.2|FQ312044|singleton_addition,gi|301799149|emb|FQ312027.1|FQ312027|singleton_addition,gi|301795364|emb|FQ312045.1|FQ312045|singleton_addition,gi|301795362|emb|FQ312043.1|FQ312043|singleton_addition,gi|301793325|emb|FQ312030.1|FQ312030|singleton_addition,gi|306408173|gb|CP002121.1|CP002121|singleton_addition,gi|745811785|gb|CP007593.1|CP007593|singleton_addition,gi|38142012|dbj|AB119821.1|AB119821|singleton_addition,gi|38142018|dbj|AB119824.1|AB119824|singleton_addition,gi|38141990|dbj|AB119810.1|AB119810|singleton_addition,gi|341932553|gb|CP002925.1|CP002925|singleton_addition,gi|38142004|dbj|AB119817.1|AB119817|singleton_addition,gi|38141992|dbj|AB119811.1|AB119811|singleton_addition,gi|38141984|dbj|AB119807.1|AB119807|singleton_addition,gi|38141974|dbj|AB119802.1|AB119802|singleton_addition,gi|38142024|dbj|AB119827.1|AB119827|singleton_addition,gi|38141958|dbj|AB119794.1|AB119794|singleton_addition,gi|38141964|dbj|AB119797.1|AB119797|singleton_addition,gi|38141970|dbj|AB119800.1|AB119800|singleton_addition,gi|822603498|emb|LN847353.1|LN847353|singleton_addition,gi|66817019|gb|DQ056770.1|DQ056770|singleton_addition,gi|66817025|gb|DQ056773.1|DQ056773|singleton_addition,gi|66817021|gb|DQ056771.1|DQ056771|singleton_addition
mmarc_Aminocoumarins1_blast_augmented	gi|974282928|gb|CP008861.1|CP008861|singleton_addition,gi|974261848|gb|CP008858.1|CP008858|singleton_addition,gi|514245605|gb|CP006245.1|CP006245|singleton_addition,gi|975043142|gb|CP013989.1|CP013989|singleton_addition,gi|974335511|gb|CP008867.1|CP008867|singleton_addition,gi|974267876|gb|CP008859.1|CP008859|singleton_addition,gi|543873856|gb|CP006728.1|CP006728|singleton_addition,gi|915391195|dbj|AP014839.2|AP014839|singleton_addition,gi|974341323|gb|CP008868.1|CP008868|singleton_addition,gi|974275390|gb|CP008860.1|CP008860|singleton_addition,gi|745838743|gb|CP007399.1|CP007399|singleton_addition,gi|984355403|gb|CP008872.1|CP008872|singleton_addition,gi|881079720|gb|CP012066.1|CP012066|singleton_addition,gi|974359204|gb|CP008871.1|CP008871|singleton_addition,gi|974327848|gb|CP008866.1|CP008866|singleton_addition,gi|927993303|gb|CP012679.1|CP012679|singleton_addition,gi|927226644|gb|CP004054.2|CP004054|singleton_addition,gi|557709751|gb|CP004055.1|CP004055|singleton_addition,gi|567363169|gb|CP006931.1|CP006931|singleton_addition,gi|961421427|gb|CP013144.1|CP013144|singleton_addition,gi|957647579|dbj|AP017302.1|AP017302|singleton_addition,gi|482534342|gb|CP005095.1|CP005095|singleton_addition,gi|482529293|gb|CP005094.1|CP005094|singleton_addition,gi|226717097|gb|CP001157.1|CP001157|singleton_addition,gi|145573243|gb|CP000680.1|CP000680|singleton_addition,gi|327478612|gb|CP002622.1|CP002622|singleton_addition,gi|949810026|gb|CP013124.1|CP013124|singleton_addition,gi|730587126|gb|CP009747.1|CP009747|singleton_addition,gi|145568602|gb|CP000304.1|CP000304|singleton_addition,gi|652789639|emb|LK391695.1|LK391695|singleton_addition,gi|582002523|emb|HG916826.1|HG916826|singleton_addition,gi|462512459|gb|ANOR01000065.1|ANOR01000065|singleton_addition,gi|692342259|gb|CP009533.1|CP009533|singleton_addition,gi|602725884|ref|XM_007448342.1|XM_007448342|singleton_addition,gi|646237114|gb|CP007638.1|CP007638|singleton_addition,gi|675318909|gb|CP009048.1|CP009048|singleton_addition,gi|253992019|gb|CP000094.2|CP000094|singleton_addition,gi|635284334|gb|CP005960.1|CP005960|singleton_addition,gi|908345318|gb|CP011972.1|CP011972|singleton_addition,gi|984703981|gb|CP013861.1|CP013861|singleton_addition,gi|589314341|gb|CP006981.1|CP006981|singleton_addition,ACou|NC_002516.2.879897|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE,ACou|NC_002516.2.879897,gi|974298776|gb|CP008864.1|CP008864|singleton_addition,gi|946706141|emb|LN870292.1|LN870292|singleton_addition,gi|974319461|gb|CP008865.1|CP008865|singleton_addition,gi|974311447|gb|CP008863.1|CP008863|singleton_addition,gi|974290783|gb|CP008862.1|CP008862|singleton_addition,gi|115583796|gb|CP000438.1|CP000438|singleton_addition,gi|817624209|gb|CP011369.1|CP011369|singleton_addition,gi|984361056|gb|CP008873.1|CP008873|singleton_addition,gi|576902775|gb|CP007147.1|CP007147|singleton_addition,gi|968567191|gb|CP013680.1|CP013680|singleton_addition,gi|150958624|gb|CP000744.1|CP000744|singleton_addition,gi|512374267|dbj|AP013068.1|AP013068|singleton_addition,gi|338799449|gb|CP002881.1|CP002881|singleton_addition,gi|747149133|gb|CP007511.1|CP007511|singleton_addition,gi|820682039|emb|LN847264.1|LN847264|singleton_addition,gi|764072275|gb|CP010979.1|CP010979|singleton_addition,gi|338835784|gb|CP002870.1|CP002870|singleton_addition,gi|955697512|gb|CP012680.1|CP012680|singleton_addition,gi|359757955|gb|CP003150.1|CP003150|singleton_addition,gi|445198867|gb|CP004045.1|CP004045|singleton_addition,gi|817605573|gb|CP005969.1|CP005969|singleton_addition,gi|953254167|emb|LN854573.1|LN854573|singleton_addition,gi|817568272|gb|CP006256.1|CP006256|singleton_addition,gi|902687210|gb|CP011507.1|CP011507|singleton_addition,gi|229359445|emb|AM181176.4|AM181176|singleton_addition,gi|676254456|dbj|AP014637.1|AP014637|singleton_addition,gi|566060467|gb|CP006852.1|CP006852|singleton_addition,gi|574595116|gb|CP007014.1|CP007014|singleton_addition,gi|572998810|gb|CP007039.1|CP007039|singleton_addition,gi|71553748|gb|CP000058.1|CP000058|singleton_addition,gi|4176380|dbj|AB003429.1|AB003429|singleton_addition,gi|589338112|gb|CP006985.1|CP006985|singleton_addition,gi|589332184|gb|CP006984.1|CP006984|singleton_addition,gi|589326231|gb|CP006983.1|CP006983|singleton_addition,gi|589320215|gb|CP006982.1|CP006982|singleton_addition,gi|589308385|gb|CP006980.1|CP006980|singleton_addition,gi|566561164|gb|CP006937.1|CP006937|singleton_addition,gi|218768969|emb|FM209186.1|FM209186|singleton_addition,gi|392316915|gb|CP003149.1|CP003149|singleton_addition,gi|974255378|gb|CP008857.1|CP008857|singleton_addition,gi|815968487|gb|CP011317.1|CP011317|singleton_addition,gi|751373101|gb|CP010555.1|CP010555|singleton_addition,gi|954630252|gb|CP013245.1|CP013245|singleton_addition,gi|982189197|gb|CP013993.1|CP013993|singleton_addition,gi|974347073|gb|CP008869.1|CP008869|singleton_addition,gi|675286744|emb|HG974234.1|HG974234|singleton_addition,gi|610413304|gb|CP007224.1|CP007224|singleton_addition,gi|347302377|gb|CP002496.1|CP002496|singleton_addition,gi|563408818|gb|CP006853.1|CP006853|singleton_addition,gi|974353108|gb|CP008870.1|CP008870|singleton_addition,gi|328915200|gb|CP002620.1|CP002620|singleton_addition,gi|68342549|gb|CP000076.1|CP000076|singleton_addition,gi|500239649|gb|CP003190.1|CP003190|singleton_addition,gi|829490642|gb|CP011020.1|CP011020|singleton_addition,gi|430790723|gb|CP003738.1|CP003738|singleton_addition,gi|511519639|gb|CP005976.1|CP005976|singleton_addition,gi|647802220|gb|CP008696.1|CP008696|singleton_addition,gi|24987239|gb|AE015451.1|AE015451|singleton_addition,gi|327374765|gb|CP002585.1|CP002585|singleton_addition,gi|627771689|gb|CP007509.1|CP007509|singleton_addition,gi|388557647|gb|CP003588.1|CP003588|singleton_addition,gi|313496345|gb|CP002290.1|CP002290|singleton_addition,gi|431823496|gb|CP003071.1|CP003071|singleton_addition,gi|594025561|gb|CP007441.1|CP007441|singleton_addition,gi|426265132|gb|CP003880.1|CP003880|singleton_addition,gi|984710213|gb|CP014135.1|CP014135|singleton_addition,gi|785763558|gb|CP005975.1|CP005975|singleton_addition,gi|800910178|gb|CP011117.1|CP011117|singleton_addition,gi|927283541|gb|CP005970.1|CP005970|singleton_addition,gi|861670927|gb|CP012001.1|CP012001|singleton_addition,gi|777183107|emb|LN831024.1|LN831024|singleton_addition,gi|970332569|gb|CP013696.1|CP013696|singleton_addition,gi|971497891|gb|CP012901.1|CP012901|singleton_addition,gi|974249602|gb|CP008856.1|CP008856|singleton_addition,gi|575870901|emb|HG530068.1|HG530068|singleton_addition,gi|660504631|gb|CP008749.1|CP008749|singleton_addition,gi|685837395|dbj|AP014646.1|AP014646|singleton_addition,gi|674252391|gb|CP008739.2|CP008739|singleton_addition,gi|670351331|dbj|AP014622.1|AP014622|singleton_addition,gi|477548288|gb|CP004061.1|CP004061|singleton_addition,gi|348031532|dbj|AP012280.1|AP012280|singleton_addition,gi|761589803|dbj|AP014651.1|AP014651|singleton_addition,gi|333113473|gb|CP002727.1|CP002727|singleton_addition,gi|395806679|gb|CP003725.1|CP003725|singleton_addition,gi|390981275|gb|CP003677.1|CP003677|singleton_addition,gi|568237447|gb|CP007012.1|CP007012|singleton_addition,gi|771839907|dbj|AP014627.1|AP014627|singleton_addition,gi|556072477|gb|CP003961.1|CP003961|singleton_addition,gi|610523943|dbj|AP014522.1|AP014522|singleton_addition,gi|752308899|gb|CP010359.1|CP010359|singleton_addition,gi|635291785|gb|CP007620.1|CP007620|singleton_addition,gi|567355861|gb|CP006979.1|CP006979|singleton_addition,gi|567348216|gb|CP006978.1|CP006978|singleton_addition,gi|771846103|dbj|AP014628.1|AP014628|singleton_addition,gi|982198872|gb|CP013997.1|CP013997|singleton_addition,gi|684194542|gb|CP009365.1|CP009365|singleton_addition,gi|512381003|dbj|AP013070.1|AP013070|singleton_addition,gi|691224436|gb|CP009455.1|CP009455|singleton_addition,gi|166857509|gb|CP000926.1|CP000926|singleton_addition,gi|734574563|gb|CP009974.1|CP009974|singleton_addition,gi|397329500|gb|CP003734.1|CP003734|singleton_addition,gi|148509317|gb|CP000712.1|CP000712|singleton_addition,gi|953259872|emb|LN865164.1|LN865164|singleton_addition,gi|387159426|gb|CP003041.1|CP003041|singleton_addition,gi|169757190|gb|CP000949.1|CP000949|singleton_addition,gi|666084728|gb|CP008896.1|CP008896|singleton_addition,gi|646231607|gb|CP007637.1|CP007637|singleton_addition,gi|761529391|gb|CP010896.1|CP010896|singleton_addition,gi|63253978|gb|CP000075.1|CP000075|singleton_addition,gi|970580326|gb|CP013183.1|CP013183|singleton_addition,gi|937308631|gb|CP012830.1|CP012830|singleton_addition,gi|28856110|gb|AE016853.1|AE016853|singleton_addition,gi|699964714|dbj|AP014655.1|AP014655|singleton_addition,gi|913659305|gb|CP010945.1|CP010945|singleton_addition
mmarc_betalactams2_blast_augmented	463|AF321608.1|AF321608|betalactams|Class_A_betalactamases|CTX,463|AF321608.1|AF321608,gi|672920288|gb|KJ918511.1|KJ918511|singleton_addition
mmarc_Multi-drug_resistance4_blast_augmented	gi|984297099|gb|CP014197.1|CP014197|singleton_addition,gi|975048878|gb|CP013962.1|CP013962|singleton_addition,gi|974145171|gb|CP007491.1|CP007491|singleton_addition,gi|950873647|gb|CP013112.1|CP013112|singleton_addition,gi|874075390|gb|CP007442.1|CP007442|singleton_addition,gi|752304383|gb|CP010344.1|CP010344|singleton_addition,gi|748267869|gb|CP010315.1|CP010315|singleton_addition,gi|675820655|emb|LM997217.1|LM997217|singleton_addition,gi|675820574|emb|LM997136.1|LM997136|singleton_addition,gi|675820509|emb|LM997071.1|LM997071|singleton_addition,gi|675820271|emb|LM996834.1|LM996834|singleton_addition,gi|675820175|emb|LM996738.1|LM996738|singleton_addition,gi|675820123|emb|LM996686.1|LM996686|singleton_addition,gi|675820014|emb|LM996577.1|LM996577|singleton_addition,gi|675819932|emb|LM996495.1|LM996495|singleton_addition,gi|675819828|emb|LM996391.1|LM996391|singleton_addition,gi|675819558|emb|LM996121.1|LM996121|singleton_addition,gi|675819362|emb|LM995925.1|LM995925|singleton_addition,gi|675819257|emb|LM995820.1|LM995820|singleton_addition,gi|675819220|emb|LM995783.1|LM995783|singleton_addition,gi|675819192|emb|LM995755.1|LM995755|singleton_addition,gi|675819132|emb|LM995695.1|LM995695|singleton_addition,gi|675819046|emb|LM995609.1|LM995609|singleton_addition,gi|383101383|gb|CP002291.1|CP002291|singleton_addition,gi|675817471|emb|LM997362.1|LM997362|singleton_addition,gi|827428600|gb|CP011511.1|CP011511|singleton_addition,gi|81244029|gb|CP000036.1|CP000036|singleton_addition,gi|834763093|gb|CP006636.1|CP006636|singleton_addition,gi|169752989|gb|CP000946.1|CP000946|singleton_addition,@phgb|NC_007779|1115840-1117067|ARO:3001329|mdtG|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTG,gi|675820703|emb|LM997265.1|LM997265|singleton_addition,gi|675819885|emb|LM996448.1|LM996448|singleton_addition,gi|675819761|emb|LM996324.1|LM996324|singleton_addition,gi|675819433|emb|LM995996.1|LM995996|singleton_addition,gi|675817947|emb|LK931560.1|LK931560|singleton_addition,gi|923416119|gb|CP011113.1|CP011113|singleton_addition,gi|332341332|gb|CP002729.1|CP002729|singleton_addition,gi|187427012|gb|CP001063.1|CP001063|singleton_addition
